Prompt-path	Eval-path	SIM-o
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002481-00000010.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002481-00000044.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002481-00000010.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002481-00000105.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002508-00000076.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002508-00000049.wav	0.65
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002508-00000076.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002508-00000062.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002526-00000036.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002526-00000044.wav	0.61
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002526-00000036.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002526-00000012.wav	0.53
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002536-00000092.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002536-00000011.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002536-00000092.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002536-00000061.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002539-00000064.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002539-00000018.wav	0.49
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002539-00000064.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002539-00000054.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002570-00000091.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002570-00000010.wav	0.53
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002570-00000091.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002570-00000006.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002698-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002698-00000092.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002698-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002698-00000106.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002702-00000094.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002702-00000051.wav	0.81
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002702-00000094.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002702-00000007.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002730-00000015.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002730-00000043.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002730-00000015.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002730-00000095.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002733-00000034.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002733-00000021.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002733-00000034.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002733-00000009.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002739-00000104.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002739-00000011.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002739-00000104.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002739-00000101.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002740-00000071.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002740-00000016.wav	0.82
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002740-00000071.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002740-00000052.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002743-00000110.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002743-00000102.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002743-00000110.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002743-00000006.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002745-00000020.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002745-00000009.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002745-00000020.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002745-00000044.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002750-00000065.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002750-00000099.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002750-00000065.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002750-00000006.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002751-00000038.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002751-00000060.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002751-00000038.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002751-00000071.wav	0.63
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002752-00000057.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002752-00000033.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002752-00000057.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002752-00000006.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002753-00000016.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002753-00000006.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002753-00000016.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002753-00000069.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002754-00000057.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002754-00000006.wav	0.82
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002754-00000057.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002754-00000100.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002756-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002756-00000021.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002756-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002756-00000074.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002823-00000029.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002823-00000012.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002823-00000029.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002823-00000011.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002829-00000095.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002829-00000016.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002829-00000095.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002829-00000062.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002830-00000009.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002830-00000090.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002830-00000009.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002830-00000039.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002831-00000020.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002831-00000075.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002831-00000020.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002831-00000090.wav	0.54
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002832-00000037.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002832-00000021.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002832-00000037.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002832-00000056.wav	-0.02
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002833-00000013.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002833-00000104.wav	0.64
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002833-00000013.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002833-00000060.wav	0.67
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002834-00000041.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002834-00000005.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002834-00000041.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002834-00000009.wav	0.85
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002841-00000017.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002841-00000006.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002841-00000017.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002841-00000044.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002842-00000093.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002842-00000052.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002842-00000093.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002842-00000072.wav	0.67
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002844-00000071.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002844-00000016.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002844-00000071.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002844-00000006.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002846-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002846-00000051.wav	0.67
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002846-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002846-00000078.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002848-00000001.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002848-00000088.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002848-00000001.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002848-00000018.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002850-00000092.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002850-00000039.wav	0.90
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002850-00000092.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002850-00000016.wav	0.89
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002852-00000013.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002852-00000009.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002852-00000013.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002852-00000035.wav	0.68
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002853-00000086.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002853-00000067.wav	0.82
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002853-00000086.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002853-00000010.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002854-00000043.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002854-00000077.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002854-00000043.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002854-00000019.wav	0.67
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002858-00000085.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002858-00000038.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002858-00000085.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002858-00000098.wav	0.81
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002893-00000084.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002893-00000016.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002893-00000084.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002893-00000098.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002895-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002895-00000099.wav	0.53
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002895-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002895-00000015.wav	0.59
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002896-00000074.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002896-00000021.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002896-00000074.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002896-00000065.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002899-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002899-00000084.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002899-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002899-00000021.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002905-00000017.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002905-00000006.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002905-00000017.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002905-00000010.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002925-00000013.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002925-00000049.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002925-00000013.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002925-00000001.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002995-00000024.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002995-00000058.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002995-00000024.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002995-00000038.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002996-00000074.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002996-00000016.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10002996-00000074.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10002996-00000051.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003094-00000009.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003094-00000006.wav	0.74
